"start","end","consumption prediction"
"2024-02-25T13:00:00.000Z","2024-02-25T13:15:00.000Z","10409.4"
"2024-02-25T14:00:00.000Z","2024-02-25T14:15:00.000Z","10470.3"
"2024-02-25T15:00:00.000Z","2024-02-25T15:15:00.000Z","10555.9"
"2024-02-25T16:00:00.000Z","2024-02-25T16:15:00.000Z","10804.9"
"2024-02-25T17:00:00.000Z","2024-02-25T17:15:00.000Z","10933"
"2024-02-25T18:00:00.000Z","2024-02-25T18:15:00.000Z","10885.5"
"2024-02-25T19:00:00.000Z","2024-02-25T19:15:00.000Z","10699.4"
"2024-02-25T20:00:00.000Z","2024-02-25T20:15:00.000Z","10436.5"
"2024-02-25T21:00:00.000Z","2024-02-25T21:15:00.000Z","10597.3"
"2024-02-25T22:00:00.000Z","2024-02-25T22:15:00.000Z","10338.2"
"2024-02-25T23:00:00.000Z","2024-02-25T23:15:00.000Z","10231.5"
"2024-02-26T00:00:00.000Z","2024-02-26T00:15:00.000Z","9973.5"
"2024-02-26T01:00:00.000Z","2024-02-26T01:15:00.000Z","9905.2"
"2024-02-26T02:00:00.000Z","2024-02-26T02:15:00.000Z","9881.6"
"2024-02-26T03:00:00.000Z","2024-02-26T03:15:00.000Z","10035.4"
"2024-02-26T04:00:00.000Z","2024-02-26T04:15:00.000Z","10361.5"
"2024-02-26T05:00:00.000Z","2024-02-26T05:15:00.000Z","10870.3"
"2024-02-26T06:00:00.000Z","2024-02-26T06:15:00.000Z","11027.1"
"2024-02-26T07:00:00.000Z","2024-02-26T07:15:00.000Z","11141.5"
"2024-02-26T08:00:00.000Z","2024-02-26T08:15:00.000Z","11154.4"
"2024-02-26T09:00:00.000Z","2024-02-26T09:15:00.000Z","11158.2"
"2024-02-26T10:00:00.000Z","2024-02-26T10:15:00.000Z","11224"
"2024-02-26T11:00:00.000Z","2024-02-26T11:15:00.000Z","11175.3"
"2024-02-26T12:00:00.000Z","2024-02-26T12:15:00.000Z","11146.2"
"2024-02-26T13:00:00.000Z","2024-02-26T13:15:00.000Z","11059.8"
"2024-02-26T14:00:00.000Z","2024-02-26T14:15:00.000Z","10907.4"
"2024-02-26T15:00:00.000Z","2024-02-26T15:15:00.000Z","10862.5"
"2024-02-26T16:00:00.000Z","2024-02-26T16:15:00.000Z","10972.2"
"2024-02-26T17:00:00.000Z","2024-02-26T17:15:00.000Z","11102.8"
"2024-02-26T18:00:00.000Z","2024-02-26T18:15:00.000Z","11058.2"
"2024-02-26T19:00:00.000Z","2024-02-26T19:15:00.000Z","10823.3"
"2024-02-26T20:00:00.000Z","2024-02-26T20:15:00.000Z","10567.3"
"2024-02-26T21:00:00.000Z","2024-02-26T21:15:00.000Z","10584.6"
"2024-02-26T22:00:00.000Z","2024-02-26T22:15:00.000Z","10301.5"
"2024-02-26T23:00:00.000Z","2024-02-26T23:15:00.000Z","10067.5"
"2024-02-27T00:00:00.000Z","2024-02-27T00:15:00.000Z","9834.6"
"2024-02-27T01:00:00.000Z","2024-02-27T01:15:00.000Z","9690.4"
"2024-02-27T02:00:00.000Z","2024-02-27T02:15:00.000Z","9700.2"
"2024-02-27T03:00:00.000Z","2024-02-27T03:15:00.000Z","9849.1"
"2024-02-27T04:00:00.000Z","2024-02-27T04:15:00.000Z","10220.9"
"2024-02-27T05:00:00.000Z","2024-02-27T05:15:00.000Z","10687.6"
"2024-02-27T06:00:00.000Z","2024-02-27T06:15:00.000Z","10858.2"
"2024-02-27T07:00:00.000Z","2024-02-27T07:15:00.000Z","10984.1"
"2024-02-27T08:00:00.000Z","2024-02-27T08:15:00.000Z","10906.4"
"2024-02-27T09:00:00.000Z","2024-02-27T09:15:00.000Z","10901.6"
"2024-02-27T10:00:00.000Z","2024-02-27T10:15:00.000Z","10989.3"
"2024-02-27T11:00:00.000Z","2024-02-27T11:15:00.000Z","11002.2"
"2024-02-27T12:00:00.000Z","2024-02-27T12:15:00.000Z","10929.7"
"2024-02-27T13:00:00.000Z","2024-02-27T13:15:00.000Z","10916.2"
"2024-02-27T14:00:00.000Z","2024-02-27T14:15:00.000Z","10785.7"
"2024-02-27T15:00:00.000Z","2024-02-27T15:15:00.000Z","10782"
"2024-02-27T16:00:00.000Z","2024-02-27T16:15:00.000Z","10983.1"
"2024-02-27T17:00:00.000Z","2024-02-27T17:15:00.000Z","11187.5"
"2024-02-27T18:00:00.000Z","2024-02-27T18:15:00.000Z","11209.5"
"2024-02-27T19:00:00.000Z","2024-02-27T19:15:00.000Z","10997.2"
"2024-02-27T20:00:00.000Z","2024-02-27T20:15:00.000Z","10682"
"2024-02-27T21:00:00.000Z","2024-02-27T21:15:00.000Z","11055.5"
"2024-02-27T22:00:00.000Z","2024-02-27T22:15:00.000Z","10688.6"
"2024-02-27T23:00:00.000Z","2024-02-27T23:15:00.000Z","10428.8"
"2024-02-28T00:00:00.000Z","2024-02-28T00:15:00.000Z","10380"
"2024-02-28T01:00:00.000Z","2024-02-28T01:15:00.000Z","10240.9"
"2024-02-28T02:00:00.000Z","2024-02-28T02:15:00.000Z","10264.4"
"2024-02-28T03:00:00.000Z","2024-02-28T03:15:00.000Z","10378.8"
"2024-02-28T04:00:00.000Z","2024-02-28T04:15:00.000Z","10687.5"
"2024-02-28T05:00:00.000Z","2024-02-28T05:15:00.000Z","11080.2"
"2024-02-28T06:00:00.000Z","2024-02-28T06:15:00.000Z","11281.1"
"2024-02-28T07:00:00.000Z","2024-02-28T07:15:00.000Z","11441.4"
"2024-02-28T08:00:00.000Z","2024-02-28T08:15:00.000Z","11511.2"
"2024-02-28T09:00:00.000Z","2024-02-28T09:15:00.000Z","11474.1"
"2024-02-28T10:00:00.000Z","2024-02-28T10:15:00.000Z","11646.3"
"2024-02-28T11:00:00.000Z","2024-02-28T11:15:00.000Z","11425.3"
"2024-02-28T12:00:00.000Z","2024-02-28T12:15:00.000Z","11308.2"
"2024-02-28T13:00:00.000Z","2024-02-28T13:15:00.000Z","11500.2"
"2024-02-28T14:00:00.000Z","2024-02-28T14:15:00.000Z","11432.6"
"2024-02-28T15:00:00.000Z","2024-02-28T15:15:00.000Z","11432.4"
"2024-02-28T16:00:00.000Z","2024-02-28T16:15:00.000Z","11514.2"
"2024-02-28T17:00:00.000Z","2024-02-28T17:15:00.000Z","11556.4"
"2024-02-28T18:00:00.000Z","2024-02-28T18:15:00.000Z","11578.1"
"2024-02-28T19:00:00.000Z","2024-02-28T19:15:00.000Z","11520"
"2024-02-28T20:00:00.000Z","2024-02-28T20:15:00.000Z","11250.9"
"2024-02-28T21:00:00.000Z","2024-02-28T21:15:00.000Z","11214.8"
"2024-02-28T22:00:00.000Z","2024-02-28T22:15:00.000Z","10828.4"
"2024-02-28T23:00:00.000Z","2024-02-28T23:15:00.000Z","10605.3"
"2024-02-29T00:00:00.000Z","2024-02-29T00:15:00.000Z","10408.5"
"2024-02-29T01:00:00.000Z","2024-02-29T01:15:00.000Z","10248.6"
"2024-02-29T02:00:00.000Z","2024-02-29T02:15:00.000Z","10074.2"
"2024-02-29T03:00:00.000Z","2024-02-29T03:15:00.000Z","10117"
"2024-02-29T04:00:00.000Z","2024-02-29T04:15:00.000Z","10461.4"
"2024-02-29T05:00:00.000Z","2024-02-29T05:15:00.000Z","10942.4"
"2024-02-29T06:00:00.000Z","2024-02-29T06:15:00.000Z","11120.7"
"2024-02-29T07:00:00.000Z","2024-02-29T07:15:00.000Z","11266.1"
"2024-02-29T08:00:00.000Z","2024-02-29T08:15:00.000Z","11240"
"2024-02-29T09:00:00.000Z","2024-02-29T09:15:00.000Z","11275.4"
"2024-02-29T10:00:00.000Z","2024-02-29T10:15:00.000Z","11353.6"
"2024-02-29T11:00:00.000Z","2024-02-29T11:15:00.000Z","11372.6"
"2024-02-29T12:00:00.000Z","2024-02-29T12:15:00.000Z","11325.3"
"2024-02-29T13:00:00.000Z","2024-02-29T13:15:00.000Z","11189"
"2024-02-29T14:00:00.000Z","2024-02-29T14:15:00.000Z","11099.6"
"2024-02-29T15:00:00.000Z","2024-02-29T15:15:00.000Z","11283.9"
"2024-02-29T16:00:00.000Z","2024-02-29T16:15:00.000Z","11428.8"
"2024-02-29T17:00:00.000Z","2024-02-29T17:15:00.000Z","11612.4"
"2024-02-29T18:00:00.000Z","2024-02-29T18:15:00.000Z","11581.4"
"2024-02-29T19:00:00.000Z","2024-02-29T19:15:00.000Z","11418.8"
"2024-02-29T20:00:00.000Z","2024-02-29T20:15:00.000Z","11128.6"
"2024-02-29T21:00:00.000Z","2024-02-29T21:15:00.000Z","11193.4"
"2024-02-29T22:00:00.000Z","2024-02-29T22:15:00.000Z","10898.5"
"2024-02-29T23:00:00.000Z","2024-02-29T23:15:00.000Z","10702.8"
"2024-03-01T00:00:00.000Z","2024-03-01T00:15:00.000Z","10511"
"2024-03-01T01:00:00.000Z","2024-03-01T01:15:00.000Z","10338.9"
"2024-03-01T02:00:00.000Z","2024-03-01T02:15:00.000Z","10269.4"
"2024-03-01T03:00:00.000Z","2024-03-01T03:15:00.000Z","10316.1"
"2024-03-01T04:00:00.000Z","2024-03-01T04:15:00.000Z","10662.5"
"2024-03-01T05:00:00.000Z","2024-03-01T05:15:00.000Z","11114"
"2024-03-01T06:00:00.000Z","2024-03-01T06:15:00.000Z","11271.2"
"2024-03-01T07:00:00.000Z","2024-03-01T07:15:00.000Z","11345.8"
"2024-03-01T08:00:00.000Z","2024-03-01T08:15:00.000Z","11354.2"
"2024-03-01T09:00:00.000Z","2024-03-01T09:15:00.000Z","11348"
"2024-03-01T10:00:00.000Z","2024-03-01T10:15:00.000Z","11468"
"2024-03-01T11:00:00.000Z","2024-03-01T11:15:00.000Z","11442.7"
"2024-03-01T12:00:00.000Z","2024-03-01T12:15:00.000Z","11335.8"
"2024-03-01T13:00:00.000Z","2024-03-01T13:15:00.000Z","11203.6"
"2024-03-01T14:00:00.000Z","2024-03-01T14:15:00.000Z","11118.2"
"2024-03-01T15:00:00.000Z","2024-03-01T15:15:00.000Z","11170.3"
"2024-03-01T16:00:00.000Z","2024-03-01T16:15:00.000Z","11293.3"
"2024-03-01T17:00:00.000Z","2024-03-01T17:15:00.000Z","11572.7"
"2024-03-01T18:00:00.000Z","2024-03-01T18:15:00.000Z","11631"
"2024-03-01T19:00:00.000Z","2024-03-01T19:15:00.000Z","11523.9"
"2024-03-01T20:00:00.000Z","2024-03-01T20:15:00.000Z","11136.9"
"2024-03-01T21:00:00.000Z","2024-03-01T21:15:00.000Z","11143.8"
"2024-03-01T22:00:00.000Z","2024-03-01T22:15:00.000Z","10780.6"
"2024-03-01T23:00:00.000Z","2024-03-01T23:15:00.000Z","10546.4"
"2024-03-02T00:00:00.000Z","2024-03-02T00:15:00.000Z","10220.5"
"2024-03-02T01:00:00.000Z","2024-03-02T01:15:00.000Z","10116.9"
"2024-03-02T02:00:00.000Z","2024-03-02T02:15:00.000Z","9960.5"
"2024-03-02T03:00:00.000Z","2024-03-02T03:15:00.000Z","9939.8"
"2024-03-02T04:00:00.000Z","2024-03-02T04:15:00.000Z","10111.4"
"2024-03-02T05:00:00.000Z","2024-03-02T05:15:00.000Z","10152.2"
"2024-03-02T06:00:00.000Z","2024-03-02T06:15:00.000Z","10169.6"
"2024-03-02T07:00:00.000Z","2024-03-02T07:15:00.000Z","10362.1"
"2024-03-02T08:00:00.000Z","2024-03-02T08:15:00.000Z","10413.4"
"2024-03-02T09:00:00.000Z","2024-03-02T09:15:00.000Z","10484.1"
"2024-03-02T10:00:00.000Z","2024-03-02T10:15:00.000Z","10488.8"
"2024-03-02T11:00:00.000Z","2024-03-02T11:15:00.000Z","10497.5"
"2024-03-02T12:00:00.000Z","2024-03-02T12:15:00.000Z","10506.5"
"2024-03-02T13:00:00.000Z","2024-03-02T13:15:00.000Z","10535.5"
"2024-03-02T14:00:00.000Z","2024-03-02T14:15:00.000Z","10556.9"
"2024-03-02T15:00:00.000Z","2024-03-02T15:15:00.000Z","10683.7"
"2024-03-02T16:00:00.000Z","2024-03-02T16:15:00.000Z","10913"
"2024-03-02T17:00:00.000Z","2024-03-02T17:15:00.000Z","11166.2"
"2024-03-02T18:00:00.000Z","2024-03-02T18:15:00.000Z","11170.2"
"2024-03-02T19:00:00.000Z","2024-03-02T19:15:00.000Z","10830.5"
"2024-03-02T20:00:00.000Z","2024-03-02T20:15:00.000Z","10505.3"
"2024-03-02T21:00:00.000Z","2024-03-02T21:15:00.000Z","10620.8"
"2024-03-02T22:00:00.000Z","2024-03-02T22:15:00.000Z","10346.9"
"2024-03-02T23:00:00.000Z","2024-03-02T23:15:00.000Z","10138.5"
"2024-03-03T00:00:00.000Z","2024-03-03T00:15:00.000Z","9823.1"
"2024-03-03T01:00:00.000Z","2024-03-03T01:15:00.000Z","9766.9"
"2024-03-03T02:00:00.000Z","2024-03-03T02:15:00.000Z","9554.6"
"2024-03-03T03:00:00.000Z","2024-03-03T03:15:00.000Z","9555.1"
"2024-03-03T04:00:00.000Z","2024-03-03T04:15:00.000Z","9642.6"
"2024-03-03T05:00:00.000Z","2024-03-03T05:15:00.000Z","9654.7"
"2024-03-03T06:00:00.000Z","2024-03-03T06:15:00.000Z","9682.5"
"2024-03-03T07:00:00.000Z","2024-03-03T07:15:00.000Z","9881"
"2024-03-03T08:00:00.000Z","2024-03-03T08:15:00.000Z","9902.9"
"2024-03-03T09:00:00.000Z","2024-03-03T09:15:00.000Z","10007"
"2024-03-03T10:00:00.000Z","2024-03-03T10:15:00.000Z","10056.5"
"2024-03-03T11:00:00.000Z","2024-03-03T11:15:00.000Z","9989.2"
"2024-03-03T12:00:00.000Z","2024-03-03T12:15:00.000Z","9927.1"
"2024-03-03T13:00:00.000Z","2024-03-03T13:15:00.000Z","9850.7"
"2024-03-03T14:00:00.000Z","2024-03-03T14:15:00.000Z","9819"
"2024-03-03T15:00:00.000Z","2024-03-03T15:15:00.000Z","10000.2"
"2024-03-03T16:00:00.000Z","2024-03-03T16:15:00.000Z","10179.4"
"2024-03-03T17:00:00.000Z","2024-03-03T17:15:00.000Z","10468.1"
"2024-03-03T18:00:00.000Z","2024-03-03T18:15:00.000Z","10505.7"
"2024-03-03T19:00:00.000Z","2024-03-03T19:15:00.000Z","10346.7"
"2024-03-03T20:00:00.000Z","2024-03-03T20:15:00.000Z","10200.6"
"2024-03-03T21:00:00.000Z","2024-03-03T21:15:00.000Z","10273.2"
"2024-03-03T22:00:00.000Z","2024-03-03T22:15:00.000Z","10071.5"
"2024-03-03T23:00:00.000Z","2024-03-03T23:15:00.000Z","9869"
"2024-03-04T00:00:00.000Z","2024-03-04T00:15:00.000Z","9631.3"
"2024-03-04T01:00:00.000Z","2024-03-04T01:15:00.000Z","9532.8"
"2024-03-04T02:00:00.000Z","2024-03-04T02:15:00.000Z","9565.7"
"2024-03-04T03:00:00.000Z","2024-03-04T03:15:00.000Z","9769.8"
"2024-03-04T04:00:00.000Z","2024-03-04T04:15:00.000Z","10144.3"
"2024-03-04T05:00:00.000Z","2024-03-04T05:15:00.000Z","10600.4"
"2024-03-04T06:00:00.000Z","2024-03-04T06:15:00.000Z","10781.9"
"2024-03-04T07:00:00.000Z","2024-03-04T07:15:00.000Z","11020.5"
"2024-03-04T08:00:00.000Z","2024-03-04T08:15:00.000Z","10891.3"
"2024-03-04T09:00:00.000Z","2024-03-04T09:15:00.000Z","10917"
"2024-03-04T10:00:00.000Z","2024-03-04T10:15:00.000Z","10963.8"
"2024-03-04T11:00:00.000Z","2024-03-04T11:15:00.000Z","10818"
"2024-03-04T12:00:00.000Z","2024-03-04T12:15:00.000Z","10608"
"2024-03-04T13:00:00.000Z","2024-03-04T13:15:00.000Z","10477.4"
"2024-03-04T14:00:00.000Z","2024-03-04T14:15:00.000Z","10390.3"
"2024-03-04T15:00:00.000Z","2024-03-04T15:15:00.000Z","10462.9"
"2024-03-04T16:00:00.000Z","2024-03-04T16:15:00.000Z","10613.1"
"2024-03-04T17:00:00.000Z","2024-03-04T17:15:00.000Z","10879"
"2024-03-04T18:00:00.000Z","2024-03-04T18:15:00.000Z","10867.9"
"2024-03-04T19:00:00.000Z","2024-03-04T19:15:00.000Z","10741"
"2024-03-04T20:00:00.000Z","2024-03-04T20:15:00.000Z","10480.5"
"2024-03-04T21:00:00.000Z","2024-03-04T21:15:00.000Z","10545"
"2024-03-04T22:00:00.000Z","2024-03-04T22:15:00.000Z","10241.3"
"2024-03-04T23:00:00.000Z","2024-03-04T23:15:00.000Z","10046.4"
"2024-03-05T00:00:00.000Z","2024-03-05T00:15:00.000Z","9792.7"
"2024-03-05T01:00:00.000Z","2024-03-05T01:15:00.000Z","9708.3"
"2024-03-05T02:00:00.000Z","2024-03-05T02:15:00.000Z","9792.7"
"2024-03-05T03:00:00.000Z","2024-03-05T03:15:00.000Z","10047.7"
"2024-03-05T04:00:00.000Z","2024-03-05T04:15:00.000Z","10466.2"
"2024-03-05T05:00:00.000Z","2024-03-05T05:15:00.000Z","11000.7"
"2024-03-05T06:00:00.000Z","2024-03-05T06:15:00.000Z","11072.9"
"2024-03-05T07:00:00.000Z","2024-03-05T07:15:00.000Z","11081.8"
"2024-03-05T08:00:00.000Z","2024-03-05T08:15:00.000Z","11029.5"
"2024-03-05T09:00:00.000Z","2024-03-05T09:15:00.000Z","10892.9"
"2024-03-05T10:00:00.000Z","2024-03-05T10:15:00.000Z","10705.6"
"2024-03-05T11:00:00.000Z","2024-03-05T11:15:00.000Z","10452.6"
"2024-03-05T12:00:00.000Z","2024-03-05T12:15:00.000Z","10322.8"
"2024-03-05T13:00:00.000Z","2024-03-05T13:15:00.000Z","10248.9"
"2024-03-05T14:00:00.000Z","2024-03-05T14:15:00.000Z","10178.2"
"2024-03-05T15:00:00.000Z","2024-03-05T15:15:00.000Z","10241.3"
"2024-03-05T16:00:00.000Z","2024-03-05T16:15:00.000Z","10472.9"
"2024-03-05T17:00:00.000Z","2024-03-05T17:15:00.000Z","10824.2"
"2024-03-05T18:00:00.000Z","2024-03-05T18:15:00.000Z","10883.5"
"2024-03-05T19:00:00.000Z","2024-03-05T19:15:00.000Z","10761.4"
"2024-03-05T20:00:00.000Z","2024-03-05T20:15:00.000Z","10565"
"2024-03-05T21:00:00.000Z","2024-03-05T21:15:00.000Z","10650"
"2024-03-05T22:00:00.000Z","2024-03-05T22:15:00.000Z","10354.6"
"2024-03-05T23:00:00.000Z","2024-03-05T23:15:00.000Z","10146.8"
"2024-03-06T00:00:00.000Z","2024-03-06T00:15:00.000Z","9983.5"
"2024-03-06T01:00:00.000Z","2024-03-06T01:15:00.000Z","9912.7"
"2024-03-06T02:00:00.000Z","2024-03-06T02:15:00.000Z","10012"
"2024-03-06T03:00:00.000Z","2024-03-06T03:15:00.000Z","10213.8"
"2024-03-06T04:00:00.000Z","2024-03-06T04:15:00.000Z","10602.6"
"2024-03-06T05:00:00.000Z","2024-03-06T05:15:00.000Z","11092.3"
"2024-03-06T06:00:00.000Z","2024-03-06T06:15:00.000Z","11197.9"
"2024-03-06T07:00:00.000Z","2024-03-06T07:15:00.000Z","11236.3"
"2024-03-06T08:00:00.000Z","2024-03-06T08:15:00.000Z","11107.3"
"2024-03-06T09:00:00.000Z","2024-03-06T09:15:00.000Z","11143.1"
"2024-03-06T10:00:00.000Z","2024-03-06T10:15:00.000Z","10998.5"
"2024-03-06T11:00:00.000Z","2024-03-06T11:15:00.000Z","10814.7"
"2024-03-06T12:00:00.000Z","2024-03-06T12:15:00.000Z","10673.6"
"2024-03-06T13:00:00.000Z","2024-03-06T13:15:00.000Z","10505.4"
"2024-03-06T14:00:00.000Z","2024-03-06T14:15:00.000Z","10486.7"
"2024-03-06T15:00:00.000Z","2024-03-06T15:15:00.000Z","10530.2"
"2024-03-06T16:00:00.000Z","2024-03-06T16:15:00.000Z","10697.6"
"2024-03-06T17:00:00.000Z","2024-03-06T17:15:00.000Z","10976.4"
"2024-03-06T18:00:00.000Z","2024-03-06T18:15:00.000Z","11113.6"
"2024-03-06T19:00:00.000Z","2024-03-06T19:15:00.000Z","11013.4"
"2024-03-06T20:00:00.000Z","2024-03-06T20:15:00.000Z","10763.1"
"2024-03-06T20:00:00.000Z","2024-03-06T20:15:00.000Z","10763.1"
